ValuationDate,MarketType,Underlying,Stock Name,Volatility Configuration,Spot Price,Expiration Date,Relative Strike,Strike Price,Volatility,Discount Factor,Depth,Forward Price,Dividend Yield
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/06/14,175,4820.8125,0.388979,0.999951,HE,2755.77967,-0.0053836
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/06/14,200,5509.5000,0.451578,0.999951,HE,2755.77967,-0.0053836
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,50,1377.3750,0.418631,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,60,1652.8500,0.350055,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,70,1928.3250,0.288742,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,80,2203.8000,0.232426,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,90,2479.2750,0.180417,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,95,2617.0125,0.157159,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,100,2754.7500,0.138781,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,105,2892.4875,0.130472,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,110,3030.2250,0.133844,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,120,3305.7000,0.156277,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,130,3581.1750,0.182152,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,140,3856.6500,0.206761,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,150,4132.1250,0.229527,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,175,4820.8125,0.279203,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/07/12,200,5509.5000,0.320834,0.999881,HE,2753.52893,0.0041077
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,50,1377.3750,0.377434,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,60,1652.8500,0.318261,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,70,1928.3250,0.265558,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,80,2203.8000,0.217559,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,90,2479.2750,0.174107,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,95,2617.0125,0.155223,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,100,2754.7500,0.140461,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,105,2892.4875,0.132863,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,110,3030.2250,0.133615,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,120,3305.7000,0.149357,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,130,3581.1750,0.170064,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,140,3856.6500,0.190534,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,150,4132.1250,0.209776,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,175,4820.8125,0.252231,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/08/09,200,5509.5000,0.288044,0.999784,HE,2754.15319,0.0020251
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,50,1377.3750,0.363956,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,60,1652.8500,0.309464,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,70,1928.3250,0.261042,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,80,2203.8000,0.217134,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,90,2479.2750,0.177627,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,95,2617.0125,0.160392,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,100,2754.7500,0.146344,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,105,2892.4875,0.137500,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,110,3030.2250,0.135174,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,120,3305.7000,0.144646,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,130,3581.1750,0.161025,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,140,3856.6500,0.178289,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,150,4132.1250,0.194924,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,175,4820.8125,0.232244,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/09/13,200,5509.5000,0.264035,0.999625,HP,2754.62172,0.0013630
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,50,1377.3750,0.332461,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,60,1652.8500,0.286749,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,70,1928.3250,0.246510,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,80,2203.8000,0.210671,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,90,2479.2750,0.179501,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,95,2617.0125,0.166397,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,100,2754.7500,0.155828,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,105,2892.4875,0.148668,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,110,3030.2250,0.145435,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,120,3305.7000,0.148840,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,130,3581.1750,0.159164,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,140,3856.6500,0.171586,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,150,4132.1250,0.184260,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,175,4820.8125,0.213906,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2024/12/13,200,5509.5000,0.239812,0.999006,HP,2733.08248,0.0159196
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,50,1377.3750,0.313681,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,60,1652.8500,0.273044,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,70,1928.3250,0.237507,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,80,2203.8000,0.206192,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,90,2479.2750,0.179360,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,95,2617.0125,0.168169,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,100,2754.7500,0.159032,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,105,2892.4875,0.152465,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,110,3030.2250,0.148791,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,120,3305.7000,0.149269,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,130,3581.1750,0.156255,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,140,3856.6500,0.165860,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,150,4132.1250,0.176205,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,175,4820.8125,0.201360,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/03/14,200,5509.5000,0.223858,0.998120,HP,2732.37195,0.0124294
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,50,1377.3750,0.300566,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,60,1652.8500,0.263331,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,70,1928.3250,0.230982,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,80,2203.8000,0.202792,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,90,2479.2750,0.179064,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,95,2617.0125,0.169333,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,100,2754.7500,0.161443,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,105,2892.4875,0.155724,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,110,3030.2250,0.152349,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,120,3305.7000,0.151948,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,130,3581.1750,0.157205,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,140,3856.6500,0.165077,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,150,4132.1250,0.173888,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,175,4820.8125,0.195984,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/06/13,200,5509.5000,0.216145,0.997024,HP,2708.75283,0.0187537
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,50,1377.3750,0.282775,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,60,1652.8500,0.250363,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,70,1928.3250,0.222540,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,80,2203.8000,0.198739,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,90,2479.2750,0.179213,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,95,2617.0125,0.171361,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,100,2754.7500,0.165016,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,105,2892.4875,0.160329,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,110,3030.2250,0.157353,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,120,3305.7000,0.156050,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,130,3581.1750,0.159252,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,140,3856.6500,0.164919,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,150,4132.1250,0.171710,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,175,4820.8125,0.189716,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2025/12/12,200,5509.5000,0.206756,0.994474,HP,2689.23329,0.0190416
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,50,1377.3750,0.268747,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,60,1652.8500,0.239954,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,70,1928.3250,0.215540,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,80,2203.8000,0.195032,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,90,2479.2750,0.178622,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,95,2617.0125,0.172156,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,100,2754.7500,0.166979,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,105,2892.4875,0.163152,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,110,3030.2250,0.160669,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,120,3305.7000,0.159308,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,130,3581.1750,0.161557,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,140,3856.6500,0.165957,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,150,4132.1250,0.171467,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,175,4820.8125,0.186681,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/06/12,200,5509.5000,0.201509,0.991476,HP,2667.69825,0.0198067
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,50,1377.3750,0.259635,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,60,1652.8500,0.233432,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,70,1928.3250,0.211427,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,80,2203.8000,0.193180,0.988117,HP,2650.26465,0.0198383
2024/05/23,Index,TOPIX,TOPIX,EX_MONTHLY_RELATIVE_STRIKES_50_200_10Y,2754.75,2026/12/11,90,2479.2750,0.178790,0.988117,HP,2650.26465,0.0198383
